Date,Time,Sqn,TOTAL ABORT?,Target Location,Target Description,Target Type,"Raid=1, Alert=0",Summary Rec (T/F) or Comments,COM-PLETE,Bomb Wgt (LB),A/C Launched,ABORT WX,ABORT MECH,ABORT OTHR,DIVERT WX,DIVRT MECH,DIV DISOR,BOMB-ING,Miss- ing,FL-NO DAMAGE,FL-DAMAGE,Alt. (Feet),Rec #,Air Fight ?,A/C Type,T.O. Time,RTB Time,Bombing Time or Midpoint,Dura- tion (Hrs),Base,Distance From Base (Km),Killed,Woun-ded,Damage (Marks),Damage (Francs),# Bombs,Time Lost (Hours),Other Cost (Marks),Other Cost (Francs),Alternate Location Name,Raid or Alert Length (Hrs),"Page #, Maurer Maurer, v.IV, or other Reference",Comments,Chrono- logical Order
08Aug18,Night,GB8,,Roye,Rail Stn,R,,"2 raids, 1 per night, totaling 3537 kg & 123 bombs dropped - DON'T BELIEVE # SORTIES IN RECORD",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,55,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5301
08Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5302
08Aug18,13:25,,,Thionville - Rail,,,0,ODD RECORD - APPARENTLY ALERT 1325-1328.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.05,,,,0.05,NARA 990,,5303
08Aug18,Day,,,Rombach Wks,,,1,"Extensive damage, most to Street IV & V, Street VIIa, Street Ia, Smelting Furnace III, Street I. Mentions damage in the Russians' camp. BRITISH SURVEY: damage estimated at 40,470 marks; works shut down for 8 hours; 23 bombs plotted.",,,,,,,,,,,,,,,,,,,,,,,,,,40467,,23,8,,,Rombas-3 mi W of Hagondange,,"NARA 990 Roll 58, AM Results… pp.32-33",,5304
08Aug18,,,,Thionville-Rail Stn,,,1,Raid 1:30 to 2:00 - AM/PM not specified.  No bombs in station.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.5,,,Diedenhofen,0.5,410,,5305
09Aug18,Day,"Escadre 12 (GB5,6,9)",,"Avre Ravine, from Berguigny to Guerbigny, and Warsy and Breguigny Woods",Troops & Formations,T,,"Raid 1500 to 1530 at altitudes 1100 to 1400 meters.  3 combats.  1 American observer in Br.129, 2/Lt Borter, wounded. Bombs started large fire in Berguigny. [PROBABLY TOWN NAME IS BECQUIGNY].  6500 rounds fired at German troops.  10 R.XIs provided protection.",,38126,81,,,,,,,76,0,0,1,4101,,Yes,Breguet14,12:45,,15:00,,Corbeil-Cerf,,,,,,,,,,,,1st Brigade Image 0099-0100,,5306
09Aug18,Night,GB1,,"Bazancourt, Guignicourt, le Chatelet, Pontavert, Loivre, Epoye, Berméricourt",Unspecified,O,,TRUE,TRUE,7106,14,3,,,,,,11,0,0,0,,,No,Voisin10,,,,,Cernon,,,,,,119,,,,,,GB1 War Diary 0210,A/C totals might have been 13 at T.O. with 2 WX-aborting.  Concurrent (?) recce missions ran from 2245 to 0135.,5307
09Aug18,Night,GB1,,Guignicourt,Rail Stn,R,,FALSE,FALSE,660,,,,,,,,1,,,,,,,Voisin10,,,,,Cernon,70,,,,,17,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5308
09Aug18,Night,GB1,,Chatelet-sur-Retourne,Rail Stn,R,,FALSE,FALSE,770,,,,,,,,2,,,,,,,Voisin10,,,,,Cernon,65,,,,,20,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5309
09Aug18,Night,GB1,,Bazancourt,Rail Stn,R,,FALSE,FALSE,1936,,,,,,,,3,,,,,,,Voisin10,,,,,Cernon,60,,,,,23,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5310
09Aug18,Night,GB1,,L(?)oivre - Pontavert,"Bivouacs, Billets, Convoys",T,,FALSE,FALSE,3300,,,,,,,,5,,,,,,,Voisin10,,,,,Cernon,75,,,,,50,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5311
09Aug18,Night,GB7,,Bazancourt,"Bivouacs, Billets, Convoys",T,,,,4367,,,,,,,,8,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,62,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5312
09Aug18,Night,GB7,,Bazancourt,Rail Stn,R,,,,616,,,,,,,,1,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,7,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5313
09Aug18,Night,GB8,,"Region of Roye, Lassigny, Noyon, Guiscard",Bivouacs,T,,"6 raids, 1 per night, totaling 18910 kg & 632 bombs dropped - DON'T BELIEVE # SORTIES",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,70,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5314
09Aug18,Night,GB8,,Ham,Rail Stn,R,,"2 raids, 1 per night, totaling 5696 kg & 175 bombs dropped - DON'T BELIEVE # SORTIES IN RECORD",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,75,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5315
09Aug18,Night,GB8,,Tergnier,Rail Stn,R,,Voisin raids on 6 nights totaling 15892 kg and 464 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,90,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5316
09Aug18,Night,GB10,,Hombleux,Rail Stn,R,,Record indicates a day raid tho it seems unlikely,,1650,,,,,,,,1,,,,,,,,,,,,Campeaux,90,,,,,15,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5317
09Aug18,Night,GB10,,Nesle,Rail Stn,R,,Voisin raids over 2 (?) nights; 54 bombs totaling 3450 kg - dates may be incorrect,,,,,,,,,,,,,,,,,,,,,,Campeaux,85,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5318
09Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5319
10Aug18,Day,"Escadre 12 (GB5,6,9)",,"Chauny, Avricourt wood; Ham","Troops, etc.; RR Stn",T,,Protected by 4 R.XI,,7480,,,,,,,,24,0,,,14108,,No,Breguet14,,,12:30,,Corbeil-Cerf,,,,,,,,,,,,1st Brigade Images 0104-0106,,5320
10Aug18,Day,"Escadre 12 (GB5,6,9)",,Lassigny; Lassigny to Noyon,"Troops, etc.; Convoys",T,,"Fired 4000 rounds at ground targets. Protected by 9 R.Xis, which also attacked troops & convoys. Many bomb strikes in Lassigny. Secondary explosions & fire (where?) after bombardment.  Bombed from 1630 to 1700 at altitudes of 1200 to 1800 meters.",,37400,,,,,,,,68,,,,4921,,Yes,Breguet14,,,16:30,,Corbeil-Cerf,70,,,,,,,,,,,1st Brigade Image 0104,,5321
10Aug18,Night,GB1,,"Chatelet-sur-Retourne, Bazancourt, Guignicourt, Pontavert, Bouvancourt, Cormisy",Unspecified,R,,TRUE,TRUE,13035,25,,1,,,,,24,0,0,0,,,No,Voisin10 & Farman F.50,,,,,Cernon,,,,,,206,,,,,,GB1 War Diary 0210,"4 a/c flew 2 sorties.  Recce missions out 2115 to 0200; presumably bombing took place in this period.  An ""F.13"" of Esc.110 flew its first mission. (Nilssen says this was a designation given to the Farman F.50)  Small fire started at Guignicourt; train set afire S. of Bazancourt.",5322
10Aug18,Night,GB1,,Chatelet-sur-Retourne,Rail Stn,R,,FALSE,FALSE,5610,,,,,,,,9,,,,,,,,,,,,Cernon,65,,,,,87,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5323
10Aug18,Night,GB1,,Guignicourt,Rail Stn,R,,FALSE,FALSE,2629,,,,,,,,4,,,,,,,,,,,,Cernon,70,,,,,45,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5324
10Aug18,Night,GB1,,Pontavert (?) - Villers - Franqueux,"Bivouacs, Billets, Convoys",T,,FALSE,FALSE,2629,,,,,,,,4,,,,,,,,,,,,Cernon,75,,,,,34,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5325
10Aug18,Night,GB1,,Bazancourt,Rail Stn,R,,FALSE,FALSE,2167,,,,,,,,3,,,,,,,,,,,,Cernon,60,,,,,40,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5326
10Aug18,Night,GB7,,Chatelet-sur-Retourne,Rail Stn,R,,,,9768,,,,,,,,19,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,60,,,,,144,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5327
10Aug18,Night,GB7,,Pontavert (?) - Villers - Franqueux,"Bivouacs, Billets, Convoys",T,,,,693,,,,,,,,1,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,9,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5328
10Aug18,Night,GB7,,Bazancourt,Rail Stn,R,,,,1386,,,,,,,,3,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,21,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5329
10Aug18,Night,GB7,,Guignicourt,Rail Stn,R,,,,3575,,,,,,,,7,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,70,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5330
10Aug18,Night,GB7,,Seraincourt,Rail Stn,R,,,,2475,,,,,,,,5,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,80,,,,,33,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5331
10Aug18,Night,GB8,,"Region of Roye, Lassigny, Noyon, Guiscard",Bivouacs,T,,"6 raids, 1 per night, totaling 18910 kg & 632 bombs dropped - DON'T BELIEVE # SORTIES",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,70,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5332
10Aug18,Night,GB8,,Tergnier,Rail Stn,R,,Voisin raids on 6 nights totaling 15892 kg and 464 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,90,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5333
10Aug18,Night,GB8,,Noyon,Rail Stn,R,,Voisin raids on 5 nights totaling 31091 kg and 1045 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,65,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5334
10Aug18,Night,GB10,,Ognolles,Rail Stn,R,,,,2530,,,,,,,,2,,,,,,,,,,,,Campeaux,85,,,,,19,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5335
10Aug18,Night,GB10,,St. Quentin,Rail Stn,R,,Combined 3 night record - 151 bombs totaling 8675 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,115,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5336
10Aug18,Night,GB10,,Ham,Rail Stn,R,,"Date uncertain - may be a ""ditto"" mark indicating raids on 10, 12, 14 August - 6 sorties dropping 341 bombs of 17200 kg",,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5337
10Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5338
10Aug18,22:20,,,Hagendingen,,,0,AA fire 2235-2315. [CHANGED RAID TO ALERT -SCS],,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,2.916666667,,,Rail Stn - Hagondange,2.916666667,"NARA 990, Roll 58",,5339
10Aug18,23:30,,,Thionville - Rail,,,0,ALERT 2330-0121.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.85,,,,1.85,NARA 990,,5340
10Aug18,Day,,,Rombach Wks,,,1,"Extensive damage, most to Blocking street, Rolling-mill revolving apparatus, and steel foundry",,,,,,,,,,,,,,,,,,,,,,,,,,18199,,,,,,Rombas-3 mi W of Hagondange,,NARA 990 Roll 58,,5341
11Aug18,Afternoon,GB4 & maybe others,,Noyon,,,,168 Breguets and R.11s (C.46) attacked Noyon in the afternoon - at least one bomber lost due to AAA,,,168,,,,,,,,,,,,,,Breguet14,,,,,,,,,,,,,,,,,"OTF,V.23,#1, p.32",,5342
11Aug18,Day,55,FALSE,Buhl and Metz-Sablon,Aerodrome & Rail Triangle,A,,TRUE,TRUE,902,22,0,4,1,5,0,0,4,0,0,0,10000,792,Yes,DH4,7:20,10:00,8:40,2.67,Azelot,140,,,,,,,,,,,"G.K. Williams Summary & K. Rennles, Independent Force",,5343
11Aug18,Day,55,FALSE,Bühl,Aerodrome,A,,FALSE,FALSE,678,12,0,1,0,0,0,0,3,0,0,0,10000,793,Yes,DH4,7:20,10:00,8:40,2.67,Azelot,140,,,,,5,,,,,,"G.K. Williams Summary & K. Rennles, Independent Force",,5344
11Aug18,Day,55,FALSE,Metz-Sablon,Railway Triangle,R,,FALSE,FALSE,224,10,0,3,1,0,0,0,1,0,0,0,10000,794,Yes,DH4,7:20,10:00,8:40,2.67,Azelot,55,,,,,,,,,,,"G.K. Williams Summary & K. Rennles, Independent Force",,5345
11Aug18,Day,104,FALSE,Karlsruhe,Rail Station,R,,FALSE,TRUE,2506,12,0,0,1,11,0,0,10,1,0,0,9000,795,Yes,DH9,7:05,11:05,9:40,4.00,Azelot,165,,,,,15,,,,,,G.K. Williams Summary & Rennles,,5346
11Aug18,Day,"Escadre 12 (GB5,6,9)",,Guiscard,Troops & Convoys,T,,Protected by 9 R.XIs.  Bombed 1115 to 1130. Took 15 photos. 4 enemy planes probably shot down; 2 R.XIs lost; 2 other R.XI crewmen wounded.,,16984,70,,,,,,,62,0,,,16404,,Yes,Breguet14,,,11:15,,Corbeil-Cerf,80,,,,,,,,,,,1st Brigade Images 0107-9,,5347
11Aug18,Day,"Escadre 12 (GB5,6,9)",,"Porquéricourt, Beaurains to Genvry",Troops & Convoys,T,,"Protected by G.C.18. Large explosion seen after bombing south of Beurains. 6 enemy planes shot down. 1 Breguet of 108 shot down by shell.  American Lt. Keith, observer in GB6, grieveously wounded by a bullet in the stomach.",,37334,,,,,,,,62,1,,,,,Yes,Breguet14,,,18:55,,Corbeil-Cerf,,,,,,,,,,,,1st Brigade Images 0107-9,,5348
11Aug18,Day,US96,,Longuyon (N of…),Rail Lines,R,,"T.O. 1030, RTB 13:40 - original target Dommary-Baroncourt - diverted due to poor visibility - 4 hits on tracks",,2464,10,,3,,7,,,7,0,1,1,14764,,No,Breguet14,10:30,13:40,12:05,3.17,Amanty,100,,,,,56,,,,,,Gorrell C2 p.57,,5349
11Aug18,Morning,GB4 & maybe others,,Noyon,,,,French Breguet bombers accompanied by C.46 R11s - R11s strafed streets in Noyon and bombers attacked from a low height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OTF,V.23,#1, p.32",,5350
11Aug18,Night,100,FALSE,Morhange,Aerodrome,A,,FALSE,TRUE,624,2,0,0,0,0,0,0,2,0,0,0,,796,,FE2,,,,,Xaffévillers,55,,,,,,,,,,,G.K. Williams Summary,,5351
11Aug18,Night,216,FALSE,Bühl,Aerodrome,A,,FALSE,TRUE,1344,1,0,0,0,0,0,0,1,0,0,0,,797,,HP,,,,,Ochey,160,,,,,,,,,,,G.K. Williams Summary,,5352
11Aug18,Night,Fr.,,"Ham, Guiscard, Tergnier","U/K - probably tactical, commo, and transportation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353
11Aug18,Night,GB1,,"Maison Bleue, Bazancourt, regions of Guignicourt & Warmeriville & Brimont, Pontavert",Unspecified,T,,TRUE,TRUE,7755,15,2,2,,,,,11,0,0,0,,,No,,,,,,Cernon,,,,,,102,,,,,,GB1 War Diary 0210-1,"5 recce missions - 2115-0035.  Am presuming bombing missions flew at about the same time. It seems likely that these missions also dropped some bombs, but I can't confirm this.  Terrible weather.",5354
11Aug18,Night,GB1,,Guignicourt - Warmeriville -B(?)rimont,"Bivouacs, Billets, Convoys",T,,FALSE,FALSE,4389,,,,,,,,6,,,,,,,,,,,,Cernon,,,,,,53,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5355
11Aug18,Night,GB1,,L(?)oivre - Pontavert,"Bivouacs, Billets, Convoys",T,,FALSE,FALSE,1309,,,,,,,,2,,,,,,,,,,,,Cernon,75,,,,,24,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5356
11Aug18,Night,GB1,,Bazancourt,Rail Stn,R,,FALSE,FALSE,1331,,,,,,,,2,,,,,,,,,,,,Cernon,60,,,,,17,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5357
11Aug18,Night,GB1,,La Maison-Bleue,Rail Stn,R,,FALSE,FALSE,726,,,,,,,,1,,,,,,,,,,,,Cernon,65,,,,,8,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5358
11Aug18,Night,GB7,,Bazancourt,Rail Stn,R,,,,1023,,,,,,,,2,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,14,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5359
11Aug18,Night,GB7,,Guignicourt,Rail Stn,R,,,,1628,,,,,,,,3,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,26,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5360
11Aug18,Night,GB7,,La Maison-Bleue,Rail Stn,R,,,,4884,,,,,,,,9,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,65,,,,,69,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5361
11Aug18,Night,GB7,,Amifontaine,Rail Stn,R,,,,528,,,,,,,,1,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,75,,,,,6,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5362
11Aug18,Night,GB7,,Chatelet-sur-Retourne,Rail Stn,R,,,,616,,,,,,,,1,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,60,,,,,7,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5363
11Aug18,Night,GB8,,"Region of Roye, Lassigny, Noyon, Guiscard",Bivouacs,T,,"6 raids, 1 per night, totaling 18910 kg & 632 bombs dropped - DON'T BELIEVE # SORTIES",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,70,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5364
11Aug18,Night,GB8,,Tergnier,Rail Stn,R,,Voisin raids on 6 nights totaling 15892 kg and 464 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,90,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5365
11Aug18,Night,GB8,,Noyon,Rail Stn,R,,Voisin raids on 5 nights totaling 31091 kg and 1045 bombs,,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,65,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5366
11Aug18,Night,GB10,,Region Nesle-Ham-St. Quentin,"Bivouacs, Crossroads",T,,Combined 7 night record - 278 bombs totaling 12710 kg,,,,,,,,,,,,,,,,,,,,,,Campeaux,100,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5367
11Aug18,10:28,,,Kaiserslautern,,,0,"ALERT ONLY. SEE KAISERSLAUTERN, 12APR1918 FOR DETAILS",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.516666667,3522,,,0.516666667,NARA 990,,5368
11Aug18,10:32,,,Hochst A.M.,,,0,NO BOMBS IN CITY LIMITS. FACTORY STOPPED DURING 40% OF ALERTS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,1.45,NARA 990,,5369
11Aug18,10:35,,,Hagendingen,,,0,ALERT ONLY - RECORD ESTIMATES TIME LOST @ 20 MIN,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.333,,,Rail Stn - Hagondange,0.333,"NARA 990, Roll 58",,5370
11Aug18,12:25,,,Dillingen Blst Fur.,,,0,ALERT ONLY.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.083333333,,,Saarbrucken,0.083333333,NARA 990,,5371
11Aug18,18:00,,,Hagendingen,,,0,No AA fire. [CHANGED RAID TO ALERT -SCS],,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0.5,,,Rail Stn - Hagondange,0.5,"NARA 990, Roll 58",,5372
11Aug18,Day,,,Karlsruhe,,,1,"Survey team could not go to Karlsruhe; limited info available.  [This date was wrong in Maurer Maurer - corrected it with NARA 990 microfilm. --SCS] BRITISH SURVEY: 11 bombs hit Central Station, causing ""considerable"" damage to a tunnel, E wing of stn, Maxan stn; damage to platform 4, a train, various rail lines.  Monetary damage from WIA, Appx. XIII.",,,,,,,,,,,,,,,,,,,,,,,,0,6,130000,,11,,,,,,"460, NARA 990, ""Results…"" p.16",,5373
11Aug18,Day,,,Differdange,,,0,DAYTIME ALERT. ALERT THAT NIGHT RECORDED SEPARATELY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,4980,,"Differdingen, Lux.",,NARA 990,,5374
11Aug18,Night,,,Differdange,,,0,1 ALERT - DAYTIME ALERT EARLIER THAT DAY RECORDED SEPARATELY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,7968,,"Differdingen, Lux.",,NARA 990,,5375
11Aug18,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,3000,,Luxembourg,,NARA 990 Roll 58,,5376
11Aug18,,,,Mainz,,,0,"ALERT - FACTORIES, BUSINESSES, STREETCARS STOPPED - AM/PM UNK: TIME 10.38-10.55",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.283333333,,,Mayence (on Rhine),0.283333333,"NARA 990, Roll 58, p.001180",,5377
11Aug18,,,,Mainz,,,0,"ALERT - FACTORIES, BUSINESSES, STREETCARS STOPPED - AM/PM UNK: TIME 11.02-11.35",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.55,,,Mayence (on Rhine),0.55,"NARA 990, Roll 58, p.001180",,5378
12Aug18,Day,55,FALSE,Frankfurt,Rail; A/C & Chem. Fact.,R,,FALSE,TRUE,2756,12,0,0,0,0,0,0,12,0,0,0,14000,798,Yes,DH4,5:20,10:50,8:00,5.50,Azelot,230,,,,,30,,,,,,"G.K. Williams Summary & K. Rennles, Independent Force",,5379
12Aug18,Day,104,FALSE,Hagenau,Aerodrome,A,,FALSE,TRUE,2500,11,0,0,0,0,0,0,11,2,0,0,13000,799,Yes,DH9,5:30,9:05,7:45,3.58,Azelot,115,,,,,16,,,,,,G.K. Williams Summary & Rennles,,5380
12Aug18,Day,US96,,Conflans,Rail Lines,R,,Planes crossed lines at 0530.  30 bombs on east neck of railyard; 10 on tracks and 10 near roundhouse & warehouse.,,1320,9,,3,,,,,6,0,0,0,,,No,Breguet14,,,,,Amanty,70,,,,,30,,,,,,Gorrell C2 page 64 - fold3.com,,5381
12Aug18,Night,100,FALSE,"Dieuze,Morhange,Falkenbrg","AAA,Rail,Aerodrome",A,,TRUE,TRUE,3142,11,0,0,0,0,0,0,11,0,0,0,13000,800,,FE2,,,,,Xaffévillers,,,,,,,,,,,,G.K. Williams Summary,,5382
12Aug18,Night,100,FALSE,Dieuze,"AAA,Railway",R,,FALSE,FALSE,624,2,0,0,0,0,0,0,2,0,0,0,13000,801,,FE2,,,,,Xaffévillers,45,,,,,,,,,,,G.K. Williams Summary,,5383
12Aug18,Night,100,FALSE,Morhange,Aerodrome,A,,FALSE,FALSE,2206,8,0,0,0,0,0,0,8,0,0,0,13000,802,,FE2,,,,,Xaffévillers,55,,,,,,,,,,,G.K. Williams Summary,,5384
12Aug18,Night,100,FALSE,Falkenberg,Train,R,,FALSE,FALSE,312,1,0,0,0,0,0,0,1,0,0,0,13000,803,,FE2,,,,,Xaffévillers,,,,,,,,,,,,G.K. Williams Summary,,5385
12Aug18,Night,GB1,,"Bourgogne, Guignicourt RR stn, Beine, Bazancourt, Courmicy region, Hermonville, Orainville",Unspecified in War Diary,T,,TRUE,TRUE,5720,15,,6,,,,,9,0,2,0,,,No,Voisin10 & Farman F.50,,,,,Cernon,,,,,,86,,,,,,GB1 War Diary 0211,13 V.R.s and 2 F.13s [F.50s] T.O.,5386
12Aug18,Night,GB1,,Cormicy - Hermonville,"Bivouacs, Billets, Convoys",T,,FALSE,FALSE,3355,,,,,,,,5,,,,,,,,,,,,Cernon,,,,,,49,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5387
12Aug18,Night,GB1,,Bazancourt,Rail Stn,R,,FALSE,FALSE,1078,,,,,,,,2,,,,,,,,,,,,Cernon,60,,,,,19,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5388
12Aug18,Night,GB1,,Guignicourt,Rail Stn,R,,FALSE,FALSE,1287,,,,,,,,2,,,,,,,,,,,,Cernon,70,,,,,18,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5389
12Aug18,Night,GB7,,La Maison-Bleue,Rail Stn,R,,,,1606,,,,,,,,3,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,65,,,,,18,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5390
12Aug18,Night,GB7,,Bazancourt,Rail Stn,R,,,,1661,,,,,,,,3,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,55,,,,,24,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5391
12Aug18,Night,GB7,,Chatelet-sur-Retourne,Rail Stn,R,,,,2244,,,,,,,,4,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,60,,,,,31,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5392
12Aug18,Night,GB7,,Cormicy - Hermonville,"Bivouacs, Billets, Convoys",T,,,,2376,,,,,,,,5,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,65,,,,,40,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5393
12Aug18,Night,GB7,,Guignicourt,Rail Stn,R,,,,2706,,,,,,,,6,,,,,,,Voisin8/10,,,,,Mairy-sur-Marne,70,,,,,63,,,,,,SHAA - G.A.C. Summary of Operations for 1-15 August 1918,,5394
12Aug18,Night,GB8,,"Region of Roye, Lassigny, Noyon, Guiscard",Bivouacs,T,,"6 raids, 1 per night, totaling 18910 kg & 632 bombs dropped - DON'T BELIEVE # SORTIES",,,,,,,,,,,,,,,,,Voisin8/10,,,,,Fourneuil,70,,,,,,,,,,,SHAA - G.A.R. Summary of Operations for 1-15 August 1918,,5395
